Delitos Faltas: Nivel 1;Delitos Faltas: Nivel 2;Delitos Faltas: Nivel 3;Delitos Faltas: Nivel 4;Delitos Faltas: Nivel 5;Edad;Periodo;Total
Total Infracciones;A Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;17 años;2018;6
Total Infracciones;A Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;17 años;2017;22
Total Infracciones;A Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;17 años;2016;20
Total Infracciones;A Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;17 años;2015;24
Total Infracciones;A Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;17 años;2014;14
Total Infracciones;A Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;17 años;2013;9
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2023;137
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2022;137
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2021;71
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2020;100
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2019;113
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2018;100
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2017;78
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2016;45
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2015;53
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2014;25
Total Infracciones;A Delitos;R Resto de delitos;;;Total;2013;19
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2023;28
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2022;37
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2021;4
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2020;20
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2019;20
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2018;13
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2017;8
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2016;7
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2015;9
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2014;5
Total Infracciones;A Delitos;R Resto de delitos;;;14 años;2013;3
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2023;27
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2022;21
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2021;19
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2020;22
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2019;31
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2018;23
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2017;17
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2016;6
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2015;13
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2014;5
Total Infracciones;A Delitos;R Resto de delitos;;;15 años;2013;5
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2023;39
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2022;38
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2021;17
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2020;26
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2019;33
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2018;35
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2017;30
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2016;17
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2015;16
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2014;7
Total Infracciones;A Delitos;R Resto de delitos;;;16 años;2013;4
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2023;43
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2022;41
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2021;31
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2020;32
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2019;29
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2018;29
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2017;23
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2016;15
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2015;15
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2014;8
Total Infracciones;A Delitos;R Resto de delitos;;;17 años;2013;7
Total Infracciones;B Faltas;;;;Total;2023;0
Total Infracciones;B Faltas;;;;Total;2022;0
Total Infracciones;B Faltas;;;;Total;2021;0
Total Infracciones;B Faltas;;;;Total;2020;0
Total Infracciones;B Faltas;;;;Total;2019;0
Total Infracciones;B Faltas;;;;Total;2018;0
Total Infracciones;B Faltas;;;;Total;2017;781
Total Infracciones;B Faltas;;;;Total;2016;2.121
Total Infracciones;B Faltas;;;;Total;2015;8.226
Total Infracciones;B Faltas;;;;Total;2014;9.705
Total Infracciones;B Faltas;;;;Total;2013;9.168
Total Infracciones;B Faltas;;;;14 años;2023;0
Total Infracciones;B Faltas;;;;14 años;2022;0
Total Infracciones;B Faltas;;;;14 años;2021;0
Total Infracciones;B Faltas;;;;14 años;2020;0
Total Infracciones;B Faltas;;;;14 años;2019;0
Total Infracciones;B Faltas;;;;14 años;2018;0
Total Infracciones;B Faltas;;;;14 años;2017;133
Total Infracciones;B Faltas;;;;14 años;2016;376
Total Infracciones;B Faltas;;;;14 años;2015;1.551
Total Infracciones;B Faltas;;;;14 años;2014;1.576
Total Infracciones;B Faltas;;;;14 años;2013;1.524
Total Infracciones;B Faltas;;;;15 años;2023;0
Total Infracciones;B Faltas;;;;15 años;2022;0
Total Infracciones;B Faltas;;;;15 años;2021;0
Total Infracciones;B Faltas;;;;15 años;2020;0
Total Infracciones;B Faltas;;;;15 años;2019;0
Total Infracciones;B Faltas;;;;15 años;2018;0
Total Infracciones;B Faltas;;;;15 años;2017;188
Total Infracciones;B Faltas;;;;15 años;2016;528
Total Infracciones;B Faltas;;;;15 años;2015;1.889
Total Infracciones;B Faltas;;;;15 años;2014;2.253
Total Infracciones;B Faltas;;;;15 años;2013;2.047
Total Infracciones;B Faltas;;;;16 años;2023;0
Total Infracciones;B Faltas;;;;16 años;2022;0
Total Infracciones;B Faltas;;;;16 años;2021;0
Total Infracciones;B Faltas;;;;16 años;2020;0
Total Infracciones;B Faltas;;;;16 años;2019;0
Total Infracciones;B Faltas;;;;16 años;2018;0
Total Infracciones;B Faltas;;;;16 años;2017;218
Total Infracciones;B Faltas;;;;16 años;2016;602
Total Infracciones;B Faltas;;;;16 años;2015;2.263
Total Infracciones;B Faltas;;;;16 años;2014;2.749
Total Infracciones;B Faltas;;;;16 años;2013;2.598
Total Infracciones;B Faltas;;;;17 años;2023;0
Total Infracciones;B Faltas;;;;17 años;2022;0
Total Infracciones;B Faltas;;;;17 años;2021;0
Total Infracciones;B Faltas;;;;17 años;2020;0
Total Infracciones;B Faltas;;;;17 años;2019;0
Total Infracciones;B Faltas;;;;17 años;2018;0
Total Infracciones;B Faltas;;;;17 años;2017;242
Total Infracciones;B Faltas;;;;17 años;2016;615
Total Infracciones;B Faltas;;;;17 años;2015;2.523
Total Infracciones;B Faltas;;;;17 años;2014;3.127
Total Infracciones;B Faltas;;;;17 años;2013;2.999
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2023;""
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2022;""
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2021;""
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2020;""
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2019;""
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2018;""
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2017;489
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2016;1.200
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2015;4.840
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2014;5.898
Total Infracciones;B Faltas;Faltas contra las personas;;;Total;2013;5.719
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2023;""
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2022;""
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2021;""
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2020;""
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2019;""
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2018;""
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2017;78
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2016;228
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2015;946
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2014;939
Total Infracciones;B Faltas;Faltas contra las personas;;;14 años;2013;979
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2023;""
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2022;""
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2021;""
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2020;""
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2019;""
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2018;""
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2017;117
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2016;302
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2015;1.105
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2014;1.373
Total Infracciones;B Faltas;Faltas contra las personas;;;15 años;2013;1.244
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2023;""
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2022;""
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2021;""
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2020;""
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2019;""
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2018;""
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2017;137
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2016;328
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2015;1.318
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2014;1.653
Total Infracciones;B Faltas;Faltas contra las personas;;;16 años;2013;1.629
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2023;""
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2022;""
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2021;""
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2020;""
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2019;""
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2018;""
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2017;157
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2016;342
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2015;1.471
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2014;1.933
Total Infracciones;B Faltas;Faltas contra las personas;;;17 años;2013;1.867
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2023;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2022;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2021;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2020;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2019;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2018;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2017;277
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2016;904
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2015;3.231
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2014;3.506
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;Total;2013;3.132
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2023;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2022;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2021;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2020;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2019;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2018;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2017;53
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2016;147
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2015;584
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2014;603
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;14 años;2013;518
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2023;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2022;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2021;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2020;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2019;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2018;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2017;66
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2016;222
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2015;757
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2014;811
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;15 años;2013;743
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;16 años;2023;""
Total Infracciones;B Faltas;Faltas contra el patrimonio;;;16 años;2022;""
